id,name,code,user_type_id/id,chart_template_id/id,reconcile
713000,Direkt _lk Madde Ve Malzeme Miktar Farkı,713000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
720000,Direkt __çilik Giderleri,720000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
721000,Direkt __çilik Giderleri Yansıtma Hesabı,721000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
722000,Direkt __çilik Ücret Farkları,722000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
723000,Direkt __çilik Süre Farkları,723000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
730000,Genel Üretim Giderleri,730000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
731000,Genel Üretim Giderleri Yansıtma Hesabı,731000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
732000,Genel Üretim Giderleri Bütçe Farkları,732000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
733000,Genel Üretim Giderleri Verimlilik Giderleri,733000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
734000,Genel Üretim Giderleri Kapasite Farkları,734000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
740000,Hizmet Üretim Maliyeti,740000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
741000,Hizmet Üretim Maliyeti Yansıtma Hesabı,741000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
742000,Hizmet Üretim Maliyeti Fark Hesapları,742000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
760000,Atra_tırma Ve Geli_tirme Giderleri,760000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
761000,Pazarlama Satı_ Ve Dagıtım Giderleri Yansıtma Hesabı,761000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
762000,Pazarlama Satı_ Ve Da_ıtım Giderleri Fark Hesabı,762000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
770000,Genel Yönetim Giderleri,770000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
771000,Genel Yönetim Giderleri Yansıtma Hesabı,771000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
772000,Genel Yönetim Gider Farkları Hesabı,772000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
780000,Finansman Giderleri,780000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
781000,Finansman Giderleri Yansıtma Hesabı,781000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
782000,Finansman Giderleri Fark Hesabı,782000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
999999,Da_ıtılmamı_ Kâr / Zararlar,999999,account.data_unaffected_earnings,turkish_coa.turkey_chart_of_account,FALSE
,,,,,,
